HistocapJBHc042430_tyr1904	HistocapJBHc031837_tyr1845
HistocapJBHc042430_tyr1904	HistocapHISSPCM6015_tyr1643
HistocapJBHc042430_tyr1904	HistocapJBHc062775_tyr1954
HistocapJBHc042430_tyr1904	HistocapES286Z_tyr1420
HistocapJBHc042430_tyr1904	HistocapES283Z_tyr1357
HistocapJBHc042430_tyr1904	HistocapJBHc042430_tyr1902
HistocapJBHc042430_tyr1904	HistocapSECH107_tyr2088
HistocapJBHc042430_tyr1904	HistocapJBHc083285_tyr2008
HistocapJBHc042430_tyr1904	HistocapES285Z_006167:006167-T1
HistocapJBHc042430_tyr1904	HistocapJBHc083285_tyr1994
HistocapJBHc042430_tyr1904	HistocapJBHc031837_tyr1853
HistocapCB066_tyr1022	HistocapCB066_tyr1022
HistocapCB066_tyr1022	Histocap388p11_008445:008445-T1
HistocapCB066_tyr1022	HistocapNACVFRHC10700582_tyr2032
HistocapCB066_tyr1022	HistocapCB192_tyr1330
HistocapCB066_tyr1022	HistocapCB065_008332:008332-T1
HistocapCB066_tyr1022	HistocapJBHc01752_tyr1814
HistocapCB066_tyr1022	HistomissSECH90_006975:006975-T1
HistocapCB066_tyr1022	HistocapCB174_tyr1157
HistocapCB066_tyr1022	HistomissSECH81_007443:007443-T1
HistocapCB066_tyr1022	HistocapCB180_tyr1204
HistocapCB066_tyr1022	HistomissSECH102_008552:008552-T1
HistocapCB066_tyr1022	HistocapCB066_tyr1011
HistocapCB066_tyr1022	HistocapCB174_tyr1133
HistocapCB066_tyr1022	HistocapCB062_tyr737
HistocapCB066_tyr1022	HistocapJBHc042430_007868:007868-T1
HistocapCB066_tyr1022	HistocapHISSPCM7256_tyr1679
HistocapCB066_tyr1022	Histocap343p18_tyr546
HistocapCB066_tyr1022	HistocapCB065_008415:008415-T1
HistocapCB066_tyr1022	HistocapCB192_tyr1334
HistocapCB066_tyr1022	HistocapCB186_tyr1245
HistocapCB066_tyr1022	HistocapCB063_008443:008443-T1
HistocapCB066_tyr1022	HistomissSECH89_006984:006984-T1
HistocapCB066_tyr1022	HistocapCB168_tyr1093
HistocapCB066_tyr1022	HistoohiSECH97_tyr2899
HistocapCB066_tyr1022	HistocapJBHc062775_tyr1952
HistocapCB066_tyr1022	HistocapJBHc031837_tyr1866
HistocapCB066_tyr1022	HistocapCB174_tyr1125
HistocapCB066_tyr1022	HistoohiSECH82_tyr2842
HistocapCB066_tyr1022	HistocapCB062_tyr753
HistocapCB066_tyr1022	HistocapCB065_008363:008363-T1
HistocapCB066_tyr1022	HistomissSECH86_tyr2556
HistocapCB066_tyr1022	HistocapCB064_tyr897
HistocapCB066_tyr1022	HistocapCB063_008429:008429-T1
HistocapCB066_tyr1022	HistoohiSECH95_tyr2883
HistocapCB066_tyr1022	HistocapHISSPCM7256_tyr1660
HistocapCB066_tyr1022	HistoohiSECH98_tyr2910
HistocapCB066_tyr1022	HistocapJBHc083285_tyr1985
HistocapCB066_tyr1022	HistocapCB168_tyr1049
HistocapCB066_tyr1022	HistocapCB180_tyr1195
HistocapCB066_tyr1022	HistocapCB186_tyr1232
HistocapCB066_tyr1022	HistocapCB186_tyr1266
HistocapCB066_tyr1022	HistocapJBHc062775_tyr1955
HistocapCB066_tyr1022	HistoohiSECH99_tyr2912
HistocapCB066_tyr1022	HistocapJBHc073129_tyr1968
HistocapJBHc021091_001929:001929-T1	HistocapJBHc021091_001929:001929-T1
HistocapCB053_tyr698	HistocapCB053_tyr698
HistocapJBHc062632_tyr1928	HistocapJBHc062632_tyr1928
Histocap122p10B_006199:006199-T1:006200:006200-T1	Histocap122p10B_006199:006199-T1:006200:006200-T1
HistocapJBHc073129_005534:005534-T1	HistocapJBHc073129_005534:005534-T1
HistocapCB180_005005:005005-T1	HistocapCB180_005005:005005-T1
HistocapCB180_005005:005005-T1	Histocap122p10B_008583:008583-T1
HistocapCB180_005005:005005-T1	Histocap144p08_001939:001939-T1
HistocapCB180_005005:005005-T1	HistomissSECH83_007416:007416-T1
HistocapCB180_005005:005005-T1	HistomissSECH86_tyr2550
HistocapCB180_005005:005005-T1	HistocapSECH109_005044:005044-T1
HistocapCB180_005005:005005-T1	Histocap316p10_008501:008501-T1
HistocapCB180_005005:005005-T1	Histocap1517p17_008513:008513-T1
HistocapCB180_005005:005005-T1	HistocapJBHc083285_tyr1990
HistocapCB180_005005:005005-T1	Histocap388p11_008711:008711-T1
HistocapCB180_005005:005005-T1	HistomissSECH102_006504:006504-T1
HistocapCB180_005005:005005-T1	Histocap316p10_008642:008642-T1
HistocapCB180_005005:005005-T1	HistomissSECH90_004368:004368-T1
HistocapCB180_005005:005005-T1	HistocapSECH109_007287:007287-T1
HistocapCB180_005005:005005-T1	Histocap104p06_008571:008571-T1
HistocapCB180_005005:005005-T1	HistocapWGSS11_008462:008462-T1
HistocapCB180_005005:005005-T1	HistocapCB064_005151:005151-T1
HistocapCB180_005005:005005-T1	HistocapWGSS16_008852:008852-T1
HistocapCB180_005005:005005-T1	HistocapJBHc01752_001729:001729-T1
HistocapCB180_005005:005005-T1	HistomissSECH86_004313:004313-T1
HistocapCB180_005005:005005-T1	HistomissSECH84_004771:004771-T1
HistocapCB180_005005:005005-T1	HistocapCB065_007979:007979-T1
HistocapCB180_005005:005005-T1	HistomissSECH85_004229:004229-T1
HistocapCB180_005005:005005-T1	Histocap256P18_008687:008687-T1
HistocapCB180_005005:005005-T1	HistomissSECH87_004840:004840-T1
HistocapCB180_005005:005005-T1	HistocapNACVFRHC10700582_tyr2026
HistocapCB180_005005:005005-T1	HistocapCB168_005004:005004-T1
HistocapCB180_005005:005005-T1	HistomissSECH85_005071:005071-T1:005072:005072-T1:005073:005073-T1:005074:005074-T1
HistocapCB180_005005:005005-T1	HistocapCB174_007759:007759-T1
HistocapCB180_005005:005005-T1	Histocap327P12_008516:008516-T1
HistocapCB180_005005:005005-T1	HistocapES286Z_tyr1437
HistocapCB180_005005:005005-T1	HistocapCB066_007796:007796-T1
HistocapCB180_005005:005005-T1	Histocap117p12_008966:008966-T1
HistocapCB180_005005:005005-T1	HistomissSECH102_008436:008436-T1
HistocapCB180_005005:005005-T1	HistomissSECH88_004478:004478-T1
HistocapCB180_005005:005005-T1	HistocapCB186_008120:008120-T1
HistocapCB180_005005:005005-T1	HistocapHCH143_tyr1609
HistocapCB180_005005:005005-T1	Histocap485P20_tyr660
HistocapCB180_005005:005005-T1	HistocapCB192_005086:005086-T1
HistocapCB180_005005:005005-T1	Histocap136P07_008544:008544-T1
HistocapCB180_005005:005005-T1	HistocapCB063_008073:008073-T1
HistocapCB180_005005:005005-T1	HistomissSECH81_004641:004641-T1
HistocapCB180_005005:005005-T1	Histocap343p18_008619:008619-T1
HistocapCB180_005005:005005-T1	HistomissSECH89_004435:004435-T1
HistocapCB180_005005:005005-T1	HistocapWGSS14_008480:008480-T1
HistocapCB180_005005:005005-T1	HistocapCB062_005017:005017-T1
HistocapHISSPFGLIN2055_tyr1756	HistocapHISSPFGLIN2055_tyr1756
HistocapHISSPFGPSO2043_007165:007165-T1	HistocapHISSPFGPSO2043_007165:007165-T1
HistocapHISSPFGPSO2043_007165:007165-T1	HistocapHISSPFGTRO0285_007897:007897-T1
HistocapHISSPFGPSO2043_007165:007165-T1	HistocapHISSPFGFIN2028_007643:007643-T1
HistocapHISSPFGPSO2043_007165:007165-T1	HistocapHISSPFGFAR0189_008206:008206-T1
HistocapHISSPFGMAR2044_tyr1769	HistocapHISSPFGMAR2044_tyr1769
HistocapHISSPFGMAR2044_tyr1769	HistocapHISSPFGMAR2044_tyr1760
HistocapJBHc031837_009435:009435-T1	HistocapJBHc031837_009435:009435-T1
HistocapJBHc031837_009435:009435-T1	HistocapJBHc031837_007147:007147-T1
HistocapJBHc031837_009435:009435-T1	HistocapJBHc062775_tyr1945
HistocapJBHc031837_009435:009435-T1	HistocapES286Z_tyr1403
HistocapJBHc031837_009435:009435-T1	HistocapJBHc083285_tyr1992
HistocapJBHc031837_009435:009435-T1	HistocapJBHc083285_tyr2003
HistocapJBHc031837_009435:009435-T1	HistocapNACVFRHC10700582_tyr2031
HistocapJBHc031837_009435:009435-T1	HistocapJBHc031837_009835:009835-T1
HistocapNACVFRHC10700582_tyr2030	HistocapNACVFRHC10700582_tyr2030
HistocapNACVFRHC10700582_tyr2030	Histocap0712-RJ_tyr5
HistocapNACVFRHC10700582_tyr2030	HistocapJBHc042430_tyr1901
HistocapNACVFRHC10700582_tyr2030	HistocapG186AR_tyr1554
HistocapNACVFRHC10700582_tyr2030	HistocapSECH100_tyr2052
HistocapNACVFRHC10700582_tyr2030	HistocapJBHc031837_003972:003972-T1
HistocapNACVFRHC10700582_tyr2030	HistocapHISSPFGBON2001_tyr1706
HistocapNACVFRHC10700582_tyr2030	HistocapES283Z_002025:002025-T1:002026:002026-T1
HistocapNACVFRHC10700582_tyr2030	HistocapG184AR_tyr1539
HistocapNACVFRHC10700582_tyr2030	HistocapH88_tyr1589
HistoohiSECH94_tyr2871	HistoohiSECH94_tyr2871
HistoohiSECH94_tyr2871	HistoohiSECH94_tyr2872
HistoohiSECH94_tyr2871	HistoohiG217B_tyr2836
HistoohiSECH94_tyr2871	HistocapJBHc083285_tyr1999
HistoohiSECH94_tyr2871	HistocapSECH109_tyr2122
HistoohiSECH94_tyr2871	HistocapCB186_tyr1249
HistoohiSECH94_tyr2871	HistocapHISSPB05821_tyr1631
HistoohiSECH94_tyr2871	HistocapCB066_tyr984
HistoohiSECH94_tyr2871	HistomissSECH86_tyr2539
HistoohiSECH94_tyr2871	HistomissSECH87_tyr2584
HistoohiSECH94_tyr2871	HistomissSECH88_tyr2626
HistoohiSECH94_tyr2871	HistocapCB064_tyr847
HistoohiSECH94_tyr2871	HistocapWGSS11_tyr2156
HistoohiSECH94_tyr2871	HistoohiSECH95_tyr2885
HistoohiSECH94_tyr2871	HistocapSA15_tyr2046
HistoohiSECH94_tyr2871	HistocapJBHc083285_tyr1987
HistoohiSECH94_tyr2871	HistocapCB065_000482:000482-T1
HistoohiSECH94_tyr2871	HistomissSECH81_tyr2358
HistoohiSECH94_tyr2871	HistomissSECH89_000492:000492-T1
HistoohiSECH94_tyr2871	HistocapSECH110_tyr2149
HistoohiSECH94_tyr2871	HistoohiSECH91_tyr2849
HistoohiSECH94_tyr2871	HistocapCB063_000500:000500-T1
HistoohiSECH94_tyr2871	Histocap343p18_tyr578
HistoohiSECH94_tyr2871	HistocapJBHc031837_tyr1869
HistoohiSECH94_tyr2871	HistomissWU24_tyr2801
HistoohiSECH94_tyr2871	HistomissSECH83_tyr2406
HistoohiSECH94_tyr2871	HistocapSA15_tyr2044
HistoohiSECH94_tyr2871	HistocapCB192_tyr1287
HistoohiSECH94_tyr2871	HistoohiSECH92_tyr2860
HistoohiSECH94_tyr2871	HistocapCB180_tyr1162
HistoohiSECH94_tyr2871	HistocapCB062_tyr717
HistoohiSECH94_tyr2871	HistocapJBHc031837_tyr1852
HistoohiSECH94_tyr2871	HistomissSECH85_tyr2496
HistoohiSECH94_tyr2871	Histocap388p11_tyr634
HistoohiSECH94_tyr2871	HistocapHISSPB05821_tyr1634
HistoohiSECH94_tyr2871	HistoohiSECH82_tyr2839
HistoohiSECH94_tyr2871	HistocapCB174_tyr1101
HistoohiSECH94_tyr2871	HistocapWGSS16_tyr2286
HistoohiSECH94_tyr2871	HistoohiSECH96_tyr2887
HistocapCB062_007795:007795-T1	HistocapCB062_007795:007795-T1
HistocapCB062_007795:007795-T1	HistocapCB180_007748:007748-T1
HistocapCB062_007795:007795-T1	HistomissSECH81_007477:007477-T1
HistocapCB062_007795:007795-T1	HistocapCB168_007790:007790-T1
HistocapCB062_007795:007795-T1	HistomissWU24_tyr2764
HistocapCB062_007795:007795-T1	HistocapCB192_002087:002087-T1
HistocapCB062_007795:007795-T1	HistocapSECH109_005089:005089-T1
HistocapCB062_007795:007795-T1	HistomissSECH102_008706:008706-T1
HistocapCB062_007795:007795-T1	HistomissSECH87_006279:006279-T1
HistocapCB062_007795:007795-T1	HistocapCB186_008452:008452-T1
HistocapCB062_007795:007795-T1	HistomissSECH90_006738:006738-T1
HistocapCB062_007795:007795-T1	HistomissSECH83_007423:007423-T1
HistocapCB062_007795:007795-T1	HistocapCB064_002146:002146-T1
HistocapCB062_007795:007795-T1	HistomissSECH81_000059:000059-T1
HistocapCB062_007795:007795-T1	HistocapCB065_007929:007929-T1
HistocapCB062_007795:007795-T1	HistocapCB066_008177:008177-T1
HistocapCB062_007795:007795-T1	HistomissWU24_00068
HistocapCB062_007795:007795-T1	HistocapCB064_006441:006441-T1
HistocapCB062_007795:007795-T1	HistomissSECH88_007154:007154-T1
HistocapCB062_007795:007795-T1	HistomissSECH86_006909:006909-T1
HistocapCB062_007795:007795-T1	HistomissSECH86_006647:006647-T1
HistocapCB062_007795:007795-T1	HistocapCB192_007909:007909-T1
HistocapCB062_007795:007795-T1	HistocapSECH109_003529:003529-T1
HistocapCB062_007795:007795-T1	HistomissSECH84_007474:007474-T1
HistocapCB062_007795:007795-T1	HistomissSECH89_006848:006848-T1
HistocapCB062_007795:007795-T1	HistocapCB186_008107:008107-T1
HistocapCB062_007795:007795-T1	HistocapCB063_008053:008053-T1
HistocapCB062_007795:007795-T1	HistomissSECH85_006545:006545-T1
HistocapCB062_007795:007795-T1	HistomissSECH83_002465:002465-T1
HistocapCB062_007795:007795-T1	HistomissSECH90_007071:007071-T1
HistocapCB062_007795:007795-T1	HistomissSECH88_007471:007471-T1
HistocapCB062_007795:007795-T1	HistocapCB174_007740:007740-T1
HistocapCB064_004042:004042-T1	HistocapCB064_004042:004042-T1
HistocapCB064_004042:004042-T1	Histocap122p10B_002403:002403-T1
HistocapCB064_004042:004042-T1	HistocapHISSPCM7256_001237:001237-T1:001238:001238-T1:001239:001239-T1
HistocapCB064_004042:004042-T1	HistomissSECH90_006875:006875-T1
HistocapCB064_004042:004042-T1	Histocap117p12_002460:002460-T1
HistocapCB064_004042:004042-T1	HistoohiSECH92_001254:001254-T1
HistocapCB064_004042:004042-T1	HistocapSECH109_004740:004740-T1
HistocapCB064_004042:004042-T1	HistocapHCH143_005739:005739-T1
HistocapCB064_004042:004042-T1	HistocapES286Z_005619:005619-T1:005620:005620-T1
HistocapCB064_004042:004042-T1	HistoohiSECH93_001010:001010-T1
HistocapCB064_004042:004042-T1	HistomissSECH86_003449:003449-T1
HistocapCB064_004042:004042-T1	HistocapES285Z_006253:006253-T1:006254:006254-T1
HistocapCB064_004042:004042-T1	HistocapHISSPFGFIN2028_002034:002034-T1
HistocapCB064_004042:004042-T1	HistocapCB186_008558:008558-T1
HistocapCB064_004042:004042-T1	Histocap144p08_002446:002446-T1
HistocapCB064_004042:004042-T1	HistomissSECH87_003795:003795-T1
HistocapCB064_004042:004042-T1	HistomissSECH84_007728:007728-T1:007729:007729-T1:007730:007730-T1
HistocapCB064_004042:004042-T1	Histocap316p10_008433:008433-T1
HistocapCB064_004042:004042-T1	HistocapHISSPFGTRO0285_001169:001169-T1
HistocapCB064_004042:004042-T1	HistocapSECH110_000646:000646-T1
HistocapCB064_004042:004042-T1	HistoohiSECH95_001112:001112-T1
HistocapCB064_004042:004042-T1	HistocapCB174_003901:003901-T1
HistocapCB064_004042:004042-T1	HistocapCB065_008144:008144-T1
HistocapCB064_004042:004042-T1	HistomissSECH89_007107:007107-T1:007108:007108-T1
HistocapCB064_004042:004042-T1	HistocapHISSPFGPSO2043_001759:001759-T1
HistocapCB064_004042:004042-T1	Histocap122p10B_006145:006145-T1
HistocapCB064_004042:004042-T1	Histocap136P07_006142:006142-T1
HistocapCB064_004042:004042-T1	HistomissSECH86_006977:006977-T1
HistocapCB064_004042:004042-T1	HistocapES288Z_003452:003452-T1:003453:003453-T1
HistocapCB064_004042:004042-T1	Histocap136P07_002407:002407-T1
HistocapCB064_004042:004042-T1	Histocap104p06_006133:006133-T1
HistocapCB064_004042:004042-T1	HistomissSECH84_003778:003778-T1
HistocapCB064_004042:004042-T1	HistocapCB180_007755:007755-T1
HistocapCB064_004042:004042-T1	HistocapCB192_008027:008027-T1
HistocapCB064_004042:004042-T1	HistocapES290Z_tyr1508
HistocapCB064_004042:004042-T1	HistomissSECH83_003667:003667-T1
HistocapCB064_004042:004042-T1	HistomissWU24_03469
HistocapCB064_004042:004042-T1	Histocap1517p17_006082:006082-T1
HistocapCB064_004042:004042-T1	HistomissSECH88_003513:003513-T1
HistocapCB064_004042:004042-T1	HistocapCB062_003944:003944-T1:003945:003945-T1
HistocapCB064_004042:004042-T1	HistocapCB066_007947:007947-T1
HistocapCB064_004042:004042-T1	HistocapSA15_000969:000969-T1:000970:000970-T1
HistocapCB064_004042:004042-T1	HistocapSECH107_003223:003223-T1
HistocapCB064_004042:004042-T1	HistocapSECH109_004219:004219-T1
HistocapCB064_004042:004042-T1	Histocap388p11_006212:006212-T1
HistocapCB064_004042:004042-T1	HistomissSECH85_003319:003319-T1
HistocapCB064_004042:004042-T1	HistomissSECH81_003682:003682-T1
HistocapCB064_004042:004042-T1	Histocap485P20_tyr648
HistocapCB064_004042:004042-T1	HistocapCB174_008013:008013-T1
HistocapCB064_004042:004042-T1	HistocapWGSS16_008595:008595-T1
HistocapCB064_004042:004042-T1	Histocap485P20_tyr674
HistocapCB064_004042:004042-T1	HistocapCB186_008337:008337-T1:008338:008338-T1
HistocapCB064_004042:004042-T1	HistomissSECH87_002057:002057-T1:002058:002058-T1
HistocapCB064_004042:004042-T1	HistocapCB066_007858:007858-T1
HistocapCB064_004042:004042-T1	Histocap117p12_006311:006311-T1
HistocapCB064_004042:004042-T1	HistomissSECH81_007524:007524-T1:007525:007525-T1:007526:007526-T1
HistocapCB064_004042:004042-T1	HistoohiSECH96_001105:001105-T1
HistocapCB064_004042:004042-T1	HistomissSECH83_007656:007656-T1:007657:007657-T1
HistocapCB064_004042:004042-T1	HistocapCB063_008089:008089-T1:008090:008090-T1
HistocapCB064_004042:004042-T1	HistoohiSECH98_001056:001056-T1:001057:001057-T1
HistocapCB064_004042:004042-T1	Histocap327P12_002403:002403-T1
HistocapCB064_004042:004042-T1	HistomissSECH88_007047:007047-T1:007048:007048-T1:007049:007049-T1
HistocapCB064_004042:004042-T1	HistocapWGSS14_006123:006123-T1
HistocapCB064_004042:004042-T1	HistomissSECH85_006854:006854-T1:006855:006855-T1
HistocapCB064_004042:004042-T1	HistocapWGSS14_002425:002425-T1
HistocapCB064_004042:004042-T1	HistoohiSECH82_001303:001303-T1
HistocapCB064_004042:004042-T1	HistomissSECH89_003569:003569-T1
HistocapCB064_004042:004042-T1	Histocap1517p17_002398:002398-T1
HistocapCB064_004042:004042-T1	HistomissWU24_05364
HistocapCB064_004042:004042-T1	HistoohiSECH99_001329:001329-T1:001330:001330-T1
HistocapCB064_004042:004042-T1	HistocapCB063_008313:008313-T1
HistocapCB064_004042:004042-T1	HistoohiSECH91_001295:001295-T1
HistocapCB064_004042:004042-T1	Histocap256P18_006227:006227-T1
HistocapCB064_004042:004042-T1	HistocapWGSS11_008438:008438-T1
HistocapCB064_004042:004042-T1	Histocap343p18_002372:002372-T1
HistocapCB064_004042:004042-T1	HistocapCB062_007882:007882-T1
HistocapCB064_004042:004042-T1	Histocap327P12_006130:006130-T1
HistocapCB064_004042:004042-T1	HistocapWGSS16_008596:008596-T1
HistocapCB064_004042:004042-T1	HistomissSECH90_003420:003420-T1
HistocapCB064_004042:004042-T1	HistocapWGSS11_002398:002398-T1
HistocapCB064_004042:004042-T1	HistocapCB180_000426:000426-T1
HistocapCB064_004042:004042-T1	Histocap343p18_006147:006147-T1
HistocapCB064_004042:004042-T1	Histocap316p10_008396:008396-T1
HistocapCB064_004042:004042-T1	HistocapH88_04173
HistocapCB064_004042:004042-T1	HistoohiG217B_01176
HistocapCB064_004042:004042-T1	HistocapHISSPFGFAR0189_001770:001770-T1
HistocapCB064_004042:004042-T1	Histocap256P18_002450:002450-T1
HistocapCB064_004042:004042-T1	Histocap144p08_006107:006107-T1
HistocapCB064_004042:004042-T1	HistocapES283Z_007156:007156-T1
HistocapCB064_004042:004042-T1	Histocap104p06_002417:002417-T1
HistocapCB064_004042:004042-T1	HistoohiSECH97_001232:001232-T1:001233:001233-T1
HistocapCB064_004042:004042-T1	HistocapCB192_001141:001141-T1
HistocapCB064_004042:004042-T1	Histocap388p11_002422:002422-T1
HistocapJBHc073129_tyr1972	HistocapJBHc073129_tyr1972
HistocapJBHc073129_tyr1972	HistocapJBHc021091_003599:003599-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB168_006016:006016-T1:006017:006017-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH90_006951:006951-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB192_006119:006119-T1:006120:006120-T1:006121:006121-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB063_006174:006174-T1:006175:006175-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB174_008003:008003-T1:008004:008004-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH84_005789:005789-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapH88_04204
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH87_005822:005822-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB065_008260:008260-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB064_005429:005429-T1:005430:005430-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap485P20_tyr640
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB064_008510:008510-T1:008511:008511-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapG186AR_09669:09670:09671
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH89_005404:005404-T1:005405:005405-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB186_008521:008521-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH90_005285:005285-T1:005286:005286-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2790
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap117p12_006361:006361-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB066_005963:005963-T1:005964:005964-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB180_007972:007972-T1:007973:007973-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap327P12_006172:006172-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH83_005711:005711-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB062_006040:006040-T1:006041:006041-T1:006042:006042-T1:006043:006043-T1:006044:006044-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB180_007659:007659-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH89_004683:004683-T1:004684:004684-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapWGSS11_006197:006197-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB186_006202:006202-T1:006203:006203-T1:006204:006204-T1:006205:006205-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapWGSS14_001028:001028-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap136P07_000183:000183-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapSECH100_002951:002951-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB192_008188:008188-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap256P18_006276:006276-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB066_008066:008066-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapHISSPCM6408_005397:005397-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB053_004912:004912-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB180_008012:008012-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB062_008012:008012-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap104p06_008028:008028-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap144p08_001028:001028-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB064_008555:008555-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap316p10_006165:006165-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB065_008311:008311-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapWGSS11_000692:000692-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH85_006745:006745-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap1517p17_001013:001013-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2828
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB174_007987:007987-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2806
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapJBHc01752_003314:003314-T1:003315:003315-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapJBHc01752_002775:002775-T1:002776:002776-T1:002777:002777-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2791
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH86_006875:006875-T1:006876:006876-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB064_006152:006152-T1:006153:006153-T1:006154:006154-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap343p18_008581:008581-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapWGSS16_006282:006282-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapHCH143_tyr1596
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapG184AR_07199:07200:07201
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap136P07_006196:006196-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissSECH81_005593:005593-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapSECH107_003472:003472-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapSECH101_004884:004884-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap122p10B_001006:001006-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB174_008048:008048-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB186_008347:008347-T1:008348:008348-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2780
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB065_008347:008347-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2802
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB168_008152:008152-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistomissWU24_tyr2768
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB055_005221:005221-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapES288Z_003771:003771-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB066_008018:008018-T1:008019:008019-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapCB063_008340:008340-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	HistocapSECH109_007276:007276-T1
HistocapCB168_006016:006016-T1:006017:006017-T1	Histocap104p06_006191:006191-T1
HistocapCB063_tyr788	HistocapCB063_tyr788
HistocapCB063_tyr788	HistocapCB063_tyr799
HistocapCB063_tyr788	HistoohiSECH82_tyr2845
HistocapCB063_tyr788	HistocapCB064_tyr903
HistocapCB063_tyr788	HistocapCB192_tyr1306
HistocapCB063_tyr788	HistocapWGSS11_tyr2187
HistocapCB063_tyr788	HistocapHISSPCM7256_tyr1661
