id	group	length	boundary
Histocap1517p17_s02225	hap0069	NA	NA
Histocap1517p17_s02226	hap0015	NA	NA
Histocap1517p17_s02227	hap0027	NA	NA
Histocap1517p17_s02229	hap0028	NA	NA
Histocap1517p17_s02230	hap0024	NA	NA
Histocap1517p17_s02231	hap0031	NA	NA
Histocap1517p17_s02232	hap0016	NA	NA
Histocap1517p17_s02233	hap0017	NA	NA
Histocap1517p17_s02235	hap0078	NA	NA
Histocap1517p17_s02236	hap0018	NA	NA
Histocap1517p17_s02237	hap0113	NA	NA
Histocap1517p17_s02238	hap0036	NA	NA
Histocap1517p17_s02241	hap0019	NA	NA
Histocap1517p17_s02243	hap0025	NA	NA
Histocap1517p17_s02244	hap0020	NA	NA
Histocap1517p17_s02246	hap0021	NA	NA
HistomissSECH81_s02275	hap0073	NA	NA
HistomissSECH81_s02276	hap0007	NA	NA
HistomissSECH81_s02277	hap0002	NA	NA
HistomissSECH81_s02278	hap0003	NA	NA
HistomissSECH81_s02279	hap0004	NA	NA
HistomissSECH81_s02281	hap0057	NA	NA
HistomissSECH81_s02282	hap0005	NA	NA
HistomissSECH81_s02284	hap0022	NA	NA
HistomissSECH81_s02285	hap0008	NA	NA
HistomissSECH81_s02286	hap0009	NA	NA
HistomissSECH81_s02287	hap0011	NA	NA
HistomissSECH81_s02288	hap0063	NA	NA
HistomissSECH81_s02289	hap0044	NA	NA
HistomissSECH81_s02290	hap0032	NA	NA
HistomissSECH81_s02292	hap0013	NA	NA
HistomissSECH81_s02294	hap0026	NA	NA
HistomissSECH81_s02295	hap0030	NA	NA
HistomissSECH81_s02296	hap0001	NA	NA
HistomissSECH81_s02297	hap0039	NA	NA
HistomissSECH81_s02299	hap0033	NA	NA
HistomissSECH81_s02300	hap0006	NA	NA
HistomissSECH83_s02322	hap0029	NA	NA
HistomissSECH83_s02323	hap0007	NA	NA
HistomissSECH83_s02324	hap0002	NA	NA
HistomissSECH83_s02325	hap0034	NA	NA
HistomissSECH83_s02326	hap0003	NA	NA
HistomissSECH83_s02327	hap0045	NA	NA
HistomissSECH83_s02328	hap0064	NA	NA
HistomissSECH83_s02329	hap0057	NA	NA
HistomissSECH83_s02330	hap0072	NA	NA
HistomissSECH83_s02331	hap0079	NA	NA
HistomissSECH83_s02332	hap0080	NA	NA
HistomissSECH83_s02333	hap0008	NA	NA
HistomissSECH83_s02334	hap0009	NA	NA
HistomissSECH83_s02335	hap0010	NA	NA
HistomissSECH83_s02336	hap0011	NA	NA
HistomissSECH83_s02337	hap0070	NA	NA
HistomissSECH83_s02338	hap0012	NA	NA
HistomissSECH83_s02339	hap0092	NA	NA
HistomissSECH83_s02340	hap0026	NA	NA
HistomissSECH83_s02341	hap0042	NA	NA
HistomissSECH83_s02342	hap0004	NA	NA
HistomissSECH83_s02343	hap0041	NA	NA
HistomissSECH83_s02344	hap0001	NA	NA
HistomissSECH83_s02345	hap0039	NA	NA
HistomissSECH83_s02346	hap0033	NA	NA
HistomissSECH84_s02367	hap0002	NA	NA
HistomissSECH84_s02368	hap0034	NA	NA
HistomissSECH84_s02369	hap0003	NA	NA
HistomissSECH84_s02370	hap0004	NA	NA
HistomissSECH84_s02371	hap0045	NA	NA
HistomissSECH84_s02372	hap0041	NA	NA
HistomissSECH84_s02373	hap0080	NA	NA
HistomissSECH84_s02374	hap0022	NA	NA
HistomissSECH84_s02376	hap0009	NA	NA
HistomissSECH84_s02377	hap0011	NA	NA
HistomissSECH84_s02379	hap0012	NA	NA
HistomissSECH84_s02380	hap0013	NA	NA
HistomissSECH84_s02381	hap0029	NA	NA
HistomissSECH84_s02383	hap0001	NA	NA
HistomissSECH84_s02384	hap0039	NA	NA
HistomissSECH84_s02386	hap0081	NA	NA
HistomissSECH84_s02387	hap0006	NA	NA
HistomissSECH85_s02412	hap0002	NA	NA
HistomissSECH85_s02413	hap0003	NA	NA
HistomissSECH85_s02414	hap0004	NA	NA
HistomissSECH85_s02417	hap0093	NA	NA
HistomissSECH85_s02418	hap0057	NA	NA
HistomissSECH85_s02419	hap0005	NA	NA
HistomissSECH85_s02420	hap0079	NA	NA
HistomissSECH85_s02421	hap0080	NA	NA
HistomissSECH85_s02422	hap0008	NA	NA
HistomissSECH85_s02424	hap0010	NA	NA
HistomissSECH85_s02425	hap0011	NA	NA
HistomissSECH85_s02426	hap0070	NA	NA
HistomissSECH85_s02427	hap0012	NA	NA
HistomissSECH85_s02428	hap0013	NA	NA
HistomissSECH85_s02429	hap0041	NA	NA
HistomissSECH85_s02430	hap0041	NA	NA
HistomissSECH85_s02431	hap0001	NA	NA
HistomissSECH85_s02432	hap0039	NA	NA
HistomissSECH85_s02434	hap0033	NA	NA
HistomissSECH85_s02435	hap0006	NA	NA
HistomissSECH86_s02453	hap0007	NA	NA
HistomissSECH86_s02454	hap0002	NA	NA
HistomissSECH86_s02455	hap0034	NA	NA
HistomissSECH86_s02456	hap0003	NA	NA
HistomissSECH86_s02457	hap0045	NA	NA
HistomissSECH86_s02458	hap0005	NA	NA
HistomissSECH86_s02460	hap0008	NA	NA
HistomissSECH86_s02462	hap0010	NA	NA
HistomissSECH86_s02463	hap0011	NA	NA
HistomissSECH86_s02464	hap0063	NA	NA
HistomissSECH86_s02465	hap0032	NA	NA
HistomissSECH86_s02466	hap0012	NA	NA
HistomissSECH86_s02467	hap0013	NA	NA
HistomissSECH86_s02468	hap0029	NA	NA
HistomissSECH86_s02469	hap0030	NA	NA
HistomissSECH86_s02470	hap0001	NA	NA
HistomissSECH86_s02471	hap0039	NA	NA
HistomissSECH86_s02473	hap0033	NA	NA
HistomissSECH86_s02474	hap0006	NA	NA
HistomissSECH87_s02498	hap0007	NA	NA
HistomissSECH87_s02499	hap0002	NA	NA
HistomissSECH87_s02501	hap0004	NA	NA
HistomissSECH87_s02502	hap0045	NA	NA
HistomissSECH87_s02503	hap0093	NA	NA
HistomissSECH87_s02504	hap0114	NA	NA
HistomissSECH87_s02505	hap0005	NA	NA
HistomissSECH87_s02506	hap0080	NA	NA
HistomissSECH87_s02508	hap0009	NA	NA
HistomissSECH87_s02509	hap0011	NA	NA
HistomissSECH87_s02510	hap0070	NA	NA
HistomissSECH87_s02511	hap0012	NA	NA
HistomissSECH87_s02512	hap0051	NA	NA
HistomissSECH87_s02513	hap0013	NA	NA
HistomissSECH87_s02514	hap0029	NA	NA
HistomissSECH87_s02515	hap0092	NA	NA
HistomissSECH87_s02516	hap0041	NA	NA
HistomissSECH87_s02517	hap0041	NA	NA
HistomissSECH87_s02518	hap0073	NA	NA
HistomissSECH87_s02519	hap0001	NA	NA
HistomissSECH87_s02520	hap0039	NA	NA
HistomissSECH87_s02522	hap0081	NA	NA
HistomissSECH87_s02523	hap0006	NA	NA
HistomissSECH88_s02538	hap0007	NA	NA
HistomissSECH88_s02539	hap0034	NA	NA
HistomissSECH88_s02540	hap0004	NA	NA
HistomissSECH88_s02541	hap0045	NA	NA
HistomissSECH88_s02542	hap0064	NA	NA
HistomissSECH88_s02544	hap0005	NA	NA
HistomissSECH88_s02545	hap0079	NA	NA
HistomissSECH88_s02547	hap0022	NA	NA
HistomissSECH88_s02550	hap0010	NA	NA
HistomissSECH88_s02551	hap0011	NA	NA
HistomissSECH88_s02552	hap0032	NA	NA
HistomissSECH88_s02553	hap0012	NA	NA
HistomissSECH88_s02554	hap0013	NA	NA
HistomissSECH88_s02555	hap0026	NA	NA
HistomissSECH88_s02556	hap0002	NA	NA
HistomissSECH88_s02557	hap0030	NA	NA
HistomissSECH88_s02558	hap0001	NA	NA
HistomissSECH88_s02559	hap0039	NA	NA
HistomissSECH88_s02561	hap0081	NA	NA
HistomissSECH88_s02562	hap0006	NA	NA
HistomissSECH89_s02585	hap0007	NA	NA
HistomissSECH89_s02587	hap0034	NA	NA
HistomissSECH89_s02588	hap0003	NA	NA
HistomissSECH89_s02589	hap0045	NA	NA
HistomissSECH89_s02590	hap0041	NA	NA
HistomissSECH89_s02591	hap0093	NA	NA
HistomissSECH89_s02592	hap0057	NA	NA
HistomissSECH89_s02594	hap0115	NA	NA
HistomissSECH89_s02596	hap0009	NA	NA
HistomissSECH89_s02597	hap0010	NA	NA
HistomissSECH89_s02598	hap0011	NA	NA
HistomissSECH89_s02599	hap0070	NA	NA
HistomissSECH89_s02600	hap0012	NA	NA
HistomissSECH89_s02601	hap0013	NA	NA
HistomissSECH89_s02602	hap0029	NA	NA
HistomissSECH89_s02603	hap0042	NA	NA
HistomissSECH89_s02604	hap0030	NA	NA
HistomissSECH89_s02605	hap0001	NA	NA
HistomissSECH89_s02606	hap0039	NA	NA
HistomissSECH89_s02608	hap0081	NA	NA
HistomissSECH90_s02626	hap0002	NA	NA
HistomissSECH90_s02627	hap0003	NA	NA
HistomissSECH90_s02628	hap0004	NA	NA
HistomissSECH90_s02629	hap0045	NA	NA
HistomissSECH90_s02630	hap0064	NA	NA
HistomissSECH90_s02631	hap0057	NA	NA
HistomissSECH90_s02632	hap0005	NA	NA
HistomissSECH90_s02633	hap0116	NA	NA
HistomissSECH90_s02635	hap0009	NA	NA
HistomissSECH90_s02636	hap0010	NA	NA
HistomissSECH90_s02637	hap0011	NA	NA
HistomissSECH90_s02638	hap0070	NA	NA
HistomissSECH90_s02640	hap0013	NA	NA
HistomissSECH90_s02641	hap0092	NA	NA
HistomissSECH90_s02642	hap0041	NA	NA
HistomissSECH90_s02643	hap0001	NA	NA
HistomissSECH102_s02670	hap0004	NA	NA
HistomissSECH102_s02671	hap0115	NA	NA
HistomissSECH102_s02673	hap0013	NA	NA
HistomissSECH102_s02674	hap0079	NA	NA
HistomissWU24_s02708	hap0063	NA	NA
HistomissWU24_s02709	hap0051	NA	NA
HistomissWU24_s02711	hap0085	NA	NA
HistomissWU24_s02712	hap0006	NA	NA
HistomissWU24_s02718	hap0030	NA	NA
HistomissWU24_s02719	hap0003	NA	NA
HistomissWU24_s02722	hap0034	NA	NA
HistomissWU24_s02724	hap0114	NA	NA
HistomissWU24_s02726	hap0002	NA	NA
HistomissWU24_s02727	hap0007	NA	NA
HistomissWU24_s02728	hap0097	NA	NA
HistomissWU24_s02730	hap0043	NA	NA
HistomissWU24_s02731	hap0011	NA	NA
HistomissWU24_s02732	hap0064	NA	NA
HistomissWU24_s02734	hap0010	NA	NA
HistomissWU24_s02735	hap0009	NA	NA
HistomissWU24_s02736	hap0008	NA	NA
HistomissWU24_s02737	hap0008	NA	NA
HistomissWU24_s02738	hap0116	NA	NA
HistomissWU24_s02739	hap0022	NA	NA
HistomissWU24_s02741	hap0026	NA	NA
HistomissWU24_s02744	hap0073	NA	NA
HistomissWU24_s02745	hap0086	NA	NA
HistomissWU24_s02746	hap0086	NA	NA
HistomissWU24_s02747	hap0045	NA	NA
HistomissWU24_s02748	hap0117	NA	NA
HistomissWU24_s02749	hap0041	NA	NA
HistomissWU24_s02751	hap0117	NA	NA
HistomissWU24_s02752	hap0037	NA	NA
HistomissWU24_s02753	hap0072	NA	NA
HistomissWU24_s02754	hap0057	NA	NA
HistomissWU24_s02757	hap0005	NA	NA
HistomissWU24_s02759	hap0013	NA	NA
HistomissWU24_s02760	hap0051	NA	NA
HistomissWU24_s02763	hap0012	NA	NA
HistomissWU24_s02767	hap0030	NA	NA
HistomissWU24_s02768	hap0100	NA	NA
HistomissWU24_s02770	hap0038	NA	NA
HistomissWU24_s02772	hap0038	NA	NA
HistoohiG217B_s02773	hap0047	NA	NA
HistoohiG217B_s02775	hap0066	NA	NA
HistoohiG217B_s02779	hap0068	NA	NA
HistoohiG217B_s02780	hap0082	NA	NA
HistoohiSECH82_s02781	hap0071	NA	NA
HistoohiSECH82_s02782	hap0058	NA	NA
HistoohiSECH82_s02783	hap0082	NA	NA
HistoohiSECH82_s02784	hap0094	NA	NA
HistoohiSECH82_s02785	hap0076	NA	NA
HistoohiSECH91_s02789	hap0047	NA	NA
HistoohiSECH91_s02790	hap0066	NA	NA
HistoohiSECH91_s02791	hap0082	NA	NA
HistoohiSECH91_s02792	hap0068	NA	NA
HistoohiSECH92_s02797	hap0047	NA	NA
HistoohiSECH92_s02798	hap0066	NA	NA
HistoohiSECH92_s02801	hap0068	NA	NA
HistoohiSECH93_s02805	hap0047	NA	NA
HistoohiSECH93_s02806	hap0058	NA	NA
HistoohiSECH93_s02807	hap0118	NA	NA
HistoohiSECH94_s02815	hap0067	NA	NA
HistoohiSECH95_s02821	hap0071	NA	NA
HistoohiSECH95_s02822	hap0058	NA	NA
HistoohiSECH95_s02824	hap0094	NA	NA
HistoohiSECH95_s02825	hap0076	NA	NA
HistoohiSECH96_s02830	hap0071	NA	NA
HistoohiSECH96_s02831	hap0058	NA	NA
HistoohiSECH96_s02832	hap0118	NA	NA
HistoohiSECH97_s02837	hap0071	NA	NA
HistoohiSECH97_s02838	hap0058	NA	NA
HistoohiSECH97_s02839	hap0068	NA	NA
HistoohiSECH97_s02841	hap0067	NA	NA
HistoohiSECH98_s02843	hap0071	NA	NA
HistoohiSECH98_s02844	hap0082	NA	NA
HistoohiSECH98_s02846	hap0067	NA	NA
HistoohiSECH99_s02851	hap0047	NA	NA
HistoohiSECH99_s02852	hap0058	NA	NA
HistoohiSECH99_s02854	hap0094	NA	NA
HistoohiSECH99_s02855	hap0076	NA	NA
HistoohiSECH99_s02856	hap0067	NA	NA
HistosurSECH105_s02872	hap0112	NA	NA
