score	div.	del.	ins.	query	beginq	endq	leftq	strand	family	class	beginr	endr	leftr	ID	overlap	length
5265	8	1	1.7	scaffold_1550	1	722	(790)	C	TE_00000094_INT	LTR/Gypsy	(5670)	1126	410	4657	NA	722
3517	11.2	0	0	scaffold_1550	777	1248	(264)	C	TE_00000094_INT	LTR/Gypsy	(6324)	472	1	4657	NA	472
1676	5.7	0	4.1	scaffold_1550	1249	1503	(9)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	1	4657	NA	255
739	11.1	0	2.8	scaffold_1551	1	111	(1401)	+	TE_00000094_INT	LTR/Gypsy	4763	4870	(1926)	4658	*	111
10388	9.8	2.2	0	scaffold_1551	88	1511	(1)	C	TE_00000094_INT	LTR/Gypsy	(1639)	5157	3703	4659	NA	1424
10410	13.4	0.5	0.1	scaffold_1552	1	1510	(0)	C	TE_00000089_INT	LTR/Gypsy	(160)	2321	806	4660	NA	1510
1856	20.6	0.7	4.3	scaffold_1553	14	423	(1087)	+	TE_00000094_INT	LTR/Gypsy	6401	6796	(0)	4661	NA	410
1124	11.2	5.6	3.8	scaffold_1553	446	677	(833)	+	TE_00000087_LTR	LTR/Gypsy	10	245	(0)	4661	NA	232
1042	28.4	0.8	0.4	scaffold_1553	678	912	(598)	+	TE_00000094_INT	LTR/Gypsy	5818	6053	(743)	4662	NA	235
1945	12.6	0	0	scaffold_1553	913	1183	(327)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	4663	NA	271
2242	13.9	0	0	scaffold_1553	1184	1507	(3)	+	TE_00000112_INT	LTR/Gypsy	1	324	(3335)	4664	NA	324
3404	7.1	0	0	scaffold_1554	254	677	(830)	+	TE_00000112_INT	LTR/Gypsy	459	882	(2777)	4665	*	424
6538	8.8	0	0	scaffold_1554	675	1507	(0)	+	TE_00000112_INT	LTR/Gypsy	832	1664	(1995)	4665	NA	833
634	19.4	1.6	0	scaffold_1555	4	127	(1378)	C	TE_00000088_LTR	LTR/unknown	(12)	259	134	4666	NA	124
2054	14.7	0	0	scaffold_1555	144	456	(1049)	C	TE_00000001	DNA/DTA	(0)	1860	1548	4667	NA	313
238	14.3	0	0	scaffold_1555	549	590	(915)	C	TE_00000001	DNA/DTA	(347)	1513	1472	4667	*	42
260	10.5	0	0	scaffold_1555	586	623	(882)	+	TE_00000055	Unknown	147	184	(19)	4668	NA	38
658	1.4	0	0	scaffold_1555	1049	1122	(383)	+	TE_00000026	Unknown	28	101	(0)	4669	NA	74
245	26.2	8.7	3	scaffold_1555	1123	1248	(257)	C	TE_00000096_INT	LTR/Copia	(0)	4985	4853	4670	NA	126
1205	15.7	0	0.5	scaffold_1556	2	193	(1311)	+	TE_00000017	Unknown	315	505	(8682)	4672	NA	192
2073	20.8	0.8	0.5	scaffold_1556	217	613	(891)	+	TE_00000103_LTR	LTR/Gypsy	1	398	(38)	4673	NA	397
3463	16.6	5.8	0	scaffold_1556	750	1304	(200)	+	TE_00000086_INT	LTR/Gypsy	1	587	(4449)	4675	NA	555
1006	5.2	0	3	scaffold_1557	1	138	(1365)	+	TE_00000009	Unknown	26	159	(0)	4676	NA	138
8595	15.5	0	0	scaffold_1557	145	1412	(91)	+	TE_00000101_INT	LTR/Gypsy	2844	4111	(781)	4677	NA	1268
769	13.6	0	0.8	scaffold_1557	1385	1503	(0)	C	TE_00000101_INT	LTR/Gypsy	(649)	4243	4126	4678	*	119
10658	11.4	0	0	scaffold_1558	64	1501	(0)	+	TE_00000112_INT	LTR/Gypsy	459	1896	(1763)	4679	NA	1438
10851	13	0	0	scaffold_1559	1	1497	(1)	+	TE_00000086_INT	LTR/Gypsy	3439	4935	(101)	4680	NA	1497
733	10.8	0	0	scaffold_156	1	102	(7656)	C	TE_00000094_INT	LTR/Gypsy	(112)	6684	6583	4681	NA	102
2283	21.6	0.2	0.3	scaffold_156	240	700	(7058)	C	TE_00000103_LTR	LTR/Gypsy	(23)	413	1	4683	NA	461
4380	13.8	0	0	scaffold_156	701	1322	(6436)	C	TE_00000086_INT	LTR/Gypsy	(0)	5036	4415	4683	NA	622
1895	22.6	0.5	0.5	scaffold_156	1480	1852	(5906)	C	TE_00000103_LTR	LTR/Gypsy	(63)	373	1	4685	NA	373
35305	14	0.6	0	scaffold_156	1853	6860	(898)	C	TE_00000086_INT	LTR/Gypsy	(0)	5036	1	4685	NA	5008
2162	19	0.8	0.5	scaffold_156	6997	7393	(365)	C	TE_00000103_LTR	LTR/Gypsy	(38)	398	1	4687	NA	397
2606	14	0	0	scaffold_156	7394	7758	(0)	C	TE_00000086_INT	LTR/Gypsy	(614)	4422	4058	4683	NA	365
567	35	0.9	0.9	scaffold_1560	19	257	(1241)	C	TE_00000112_INT	LTR/Gypsy	(2057)	1602	1364	4688	NA	239
9712	7.1	0	0	scaffold_1560	258	1459	(39)	C	TE_00000022	LTR/unknown	(0)	1204	3	4689	NA	1202
716	12.8	0	0	scaffold_1561	25	126	(1371)	C	TE_00000094_INT	LTR/Gypsy	(6326)	470	369	4690	NA	102
6622	11.1	0	0	scaffold_1561	236	1145	(352)	+	TE_00000094_INT	LTR/Gypsy	466	1375	(5421)	4691	NA	910
2118	18.1	0	0	scaffold_1561	1146	1494	(3)	+	TE_00000103_LTR	LTR/Gypsy	1	349	(87)	4692	NA	349
2314	10.3	11.2	0	scaffold_1563	3	341	(1152)	C	TE_00000086_INT	LTR/Gypsy	(4659)	377	1	4693	NA	339
1618	22.4	1.8	0.8	scaffold_1563	342	812	(681)	C	TE_00000103_LTR	LTR/Gypsy	(0)	436	1	4693	NA	471
5485	7.3	0	0.1	scaffold_1563	813	1493	(0)	C	TE_00000001	DNA/DTA	(920)	940	261	4694	NA	681
1051	4.7	0	0	scaffold_1564	1	127	(1366)	+	TE_00000088_LTR	LTR/unknown	145	271	(0)	4695	NA	127
3473	11	0	0.6	scaffold_1564	146	620	(873)	C	TE_00000112_INT	LTR/Gypsy	(3187)	472	1	4696	NA	475
2029	11.4	0	0	scaffold_1564	621	891	(602)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4697	NA	271
1289	21.8	0.7	0.7	scaffold_1564	892	1137	(356)	+	TE_00000103_LTR	LTR/Gypsy	239	419	(17)	4698	NA	246
1097	22.8	0.4	0	scaffold_1564	1264	1493	(0)	+	TE_00000086_INT	LTR/Gypsy	1	287	(4749)	4698	NA	230
11806	8.4	0	0	scaffold_1565	1	1492	(0)	C	TE_00000094_INT	LTR/Gypsy	(2282)	4514	3023	4699	NA	1492
1033	2.4	0	0	scaffold_1566	2	127	(1365)	+	TE_00000037	LINE/unknown	11	136	(127)	4700	NA	126
1729	7.3	0	0	scaffold_1566	145	389	(1103)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	1	4701	NA	245
3308	13.7	1.1	2.1	scaffold_1566	390	912	(580)	C	TE_00000094_INT	LTR/Gypsy	(0)	6796	6279	4701	NA	523
2141	8.9	0	0	scaffold_1566	913	1183	(309)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4702	NA	271
1465	15.9	0	0.5	scaffold_1566	1184	1404	(88)	C	TE_00000112_INT	LTR/Gypsy	(0)	3659	3440	4703	NA	221
608	11.8	1	0	scaffold_1566	1391	1492	(0)	C	TE_00000112_INT	LTR/Gypsy	(5)	2476	2374	4703	*	102
8713	10.2	0	0	scaffold_1567	343	1490	(0)	+	TE_00000112_INT	LTR/Gypsy	459	1606	(2053)	4704	NA	1148
4652	14.2	1.1	0	scaffold_1568	1	695	(794)	C	TE_00000089_INT	LTR/Gypsy	(935)	1546	844	4705	NA	695
477	12.3	0	0	scaffold_1568	696	760	(729)	+	TE_00000103_LTR	LTR/Gypsy	1	65	(371)	4706	NA	65
1227	2.2	0	0	scaffold_1568	761	897	(592)	+	TE_00000012	Unknown	1	137	(251)	4707	NA	137
4944	4.6	0.2	0.2	scaffold_1568	907	1489	(0)	C	TE_00000019	Unknown	(3)	597	15	4708	NA	583
595	23.8	0	3.2	scaffold_1569	1	130	(1358)	C	TE_00000001	DNA/DTA	(13)	1847	1722	4709	*	130
1611	15.9	0	0	scaffold_1569	103	354	(1134)	C	TE_00000088_LTR	LTR/unknown	(19)	252	1	4710	NA	252
489	23	0.7	11.3	scaffold_1569	355	490	(998)	C	TE_00000007	Unknown	(27)	682	560	4711	NA	136
468	10.3	0	0	scaffold_1569	500	567	(921)	C	TE_00000082	Unknown	(0)	86	19	4712	*	68
944	22.3	13	0.3	scaffold_1569	524	784	(704)	+	TE_00000001	DNA/DTA	1567	1860	(0)	4713	NA	261
2205	29.1	0.3	1.6	scaffold_1569	785	1369	(119)	+	TE_00000094_INT	LTR/Gypsy	5792	6369	(427)	4714	NA	585
846	14.6	0	0	scaffold_157	1	127	(7630)	C	TE_00000058	Unknown	(54)	278	152	4715	NA	127
2084	10.3	0	0	scaffold_157	128	398	(7359)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4716	NA	271
1502	14.3	0	0	scaffold_157	399	607	(7150)	C	TE_00000089_INT	LTR/Gypsy	(0)	3659	3451	4717	*	209
18466	11.2	0	0	scaffold_157	606	3081	(4676)	C	TE_00000089_INT	LTR/Gypsy	(5)	2476	1	4717	NA	2476
18846	10.5	0	0	scaffold_157	3082	6010	(1747)	C	TE_00000112_INT	LTR/Gypsy	(200)	3459	459	4718	NA	2929
3515	10.5	0	0.2	scaffold_157	6503	6981	(776)	C	TE_00000112_INT	LTR/Gypsy	(3181)	478	1	4718	NA	479
2334	4.4	0	0	scaffold_157	6982	7252	(505)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4719	NA	271
3931	6.2	0	0	scaffold_157	7262	7757	(0)	C	TE_00000061	LINE/unknown	(0)	496	1	4720	NA	496
6290	10.3	0	4.9	scaffold_1570	568	1486	(0)	+	TE_00000034	LTR/unknown	1	876	(155)	4721	NA	919
5138	8.4	0.1	0	scaffold_1571	1	653	(828)	+	TE_00000020	LTR/unknown	305	958	(445)	4722	NA	653
601	31.2	5.1	4.9	scaffold_1571	210	857	(624)	+	TE_00000094_INT	LTR/Gypsy	3709	4357	(2439)	4723	*	648
4619	7.7	0	0	scaffold_1571	858	1431	(50)	+	TE_00000040	LTR/unknown	1	574	(0)	4724	NA	574
301	30.2	0	0	scaffold_1571	1369	1411	(70)	+	TE_00000089_INT	LTR/Gypsy	785	827	(1654)	4725	*	43
527	8.6	0	0	scaffold_1571	1412	1481	(0)	+	TE_00000048	LTR/unknown	1	70	(204)	4726	NA	70
11747	8	0.1	0	scaffold_1572	1	1480	(0)	+	TE_00000066	Unknown	117	1598	(639)	4727	NA	1480
7540	11.8	0	0	scaffold_1573	1	1469	(10)	+	TE_00000112_INT	LTR/Gypsy	1925	3465	(194)	4728	NA	1469
9450	15	0	0	scaffold_1574	1	1393	(86)	C	TE_00000101_INT	LTR/Gypsy	(1788)	3104	1712	4729	NA	1393
688	11	0	0	scaffold_1574	1389	1479	(0)	+	TE_00000086_INT	LTR/Gypsy	1761	1851	(3185)	4730	*	91
4740	6.5	0	0.1	scaffold_1575	1	603	(875)	C	TE_00000007	Unknown	(123)	586	1	4731	NA	603
524	9.1	0	0	scaffold_1575	602	667	(811)	+	TE_00000001	DNA/DTA	1795	1860	(0)	4732	*	66
4966	8.2	0	0	scaffold_1575	668	1277	(201)	C	TE_00000030	Unknown	(1440)	610	1	4733	NA	610
824	0	0	0	scaffold_1575	1389	1478	(0)	+	TE_00000061	LINE/unknown	1	90	(406)	4734	NA	90
2369	10.9	8.3	0	scaffold_1576	1	339	(1139)	C	TE_00000086_INT	LTR/Gypsy	(4669)	367	1	4735	NA	339
1422	25.4	0.1	0.4	scaffold_1576	476	809	(669)	C	TE_00000103_LTR	LTR/Gypsy	(38)	398	1	4736	NA	334
4159	18.5	0	0	scaffold_1576	810	1466	(12)	+	TE_00000086_INT	LTR/Gypsy	3056	3712	(1324)	4737	NA	657
3319	13	0	0.2	scaffold_1578	453	931	(542)	C	TE_00000112_INT	LTR/Gypsy	(3181)	478	1	4738	NA	479
1910	13.3	0	0	scaffold_1578	932	1202	(271)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4739	NA	271
1741	18.1	0	0	scaffold_1578	1203	1468	(5)	+	TE_00000086_INT	LTR/Gypsy	4771	5036	(0)	4740	NA	266
11527	8.6	0	0	scaffold_1579	1	1470	(0)	C	TE_00000094_INT	LTR/Gypsy	(2783)	4013	2544	4741	NA	1470
11370	8.9	0	0	scaffold_1580	1	1468	(0)	+	TE_00000094_INT	LTR/Gypsy	1001	2468	(4328)	4748	NA	1468
968	3.9	0	0	scaffold_1581	1	127	(1337)	C	TE_00000087_LTR	LTR/Gypsy	(118)	127	1	4749	NA	127
9380	11.7	1.4	0.6	scaffold_1581	128	1464	(0)	C	TE_00000003	Unknown	(216)	1618	271	4750	NA	1337
9195	14.4	0.1	0.5	scaffold_1582	1	1344	(118)	C	TE_00000086_INT	LTR/Gypsy	(3661)	1375	9	4751	NA	1344
10244	14.5	0	0	scaffold_1583	1	1461	(0)	C	TE_00000086_INT	LTR/Gypsy	(926)	4110	2650	4752	NA	1461
388	12.1	0	0	scaffold_1584	74	131	(1330)	C	TE_00000010	Unknown	(51)	1735	1678	4753	NA	58
464	5	0	0	scaffold_1584	297	356	(1105)	C	TE_00000010	Unknown	(106)	1680	1621	4753	NA	60
6779	9.6	0.2	0	scaffold_1584	557	1461	(0)	C	TE_00000010	Unknown	(189)	1597	691	4753	NA	905
441	6.9	0	0	scaffold_1585	83	140	(1320)	C	TE_00000010	Unknown	(51)	1735	1678	4754	NA	58
430	13.2	0	5.3	scaffold_1585	292	371	(1089)	C	TE_00000010	Unknown	(96)	1690	1615	4754	NA	80
6430	9.7	0.1	1.1	scaffold_1585	582	1460	(0)	C	TE_00000010	Unknown	(217)	1569	700	4754	NA	879
10091	9.1	0	1.3	scaffold_1586	91	1460	(0)	+	TE_00000010	Unknown	145	1497	(289)	4755	NA	1370
7911	5.2	0	0	scaffold_1587	1	974	(484)	+	TE_00000011	Unknown	456	1429	(3753)	4756	NA	974
2297	5.5	0	0	scaffold_1587	975	1245	(213)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	4757	NA	271
2355	15	0	0	scaffold_1588	1	341	(1117)	C	TE_00000094_INT	LTR/Gypsy	(6455)	341	1	4758	NA	341
1858	4.5	0	0	scaffold_1588	342	586	(872)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	1	4758	NA	245
2447	10.7	0	0	scaffold_1588	587	913	(545)	C	TE_00000089_INT	LTR/Gypsy	(2153)	328	2	4759	NA	327
616	5.3	0	2.7	scaffold_1588	915	991	(467)	C	TE_00000076	LINE/unknown	(0)	3741	3667	4760	NA	77
1801	7.2	0	0	scaffold_1588	1222	1458	(0)	C	TE_00000076	LINE/unknown	(66)	3675	3439	4760	NA	237
8887	10.2	0	0	scaffold_1589	1	1168	(289)	C	TE_00000112_INT	LTR/Gypsy	(2033)	1626	459	4761	NA	1168
2492	4.2	0	0	scaffold_159	251	531	(7200)	+	TE_00000028	Unknown	624	904	(4)	4762	NA	281
12162	7.9	0.1	0.2	scaffold_159	532	3961	(3770)	+	TE_00000072	LTR/unknown	1	1591	(0)	4763	NA	3430
507	31.8	3.1	3.1	scaffold_159	3962	4318	(3413)	+	TE_00000112_INT	LTR/Gypsy	1313	1669	(1990)	4764	NA	357
259	37.4	1.1	1.1	scaffold_159	4927	5115	(2616)	+	TE_00000094_INT	LTR/Gypsy	3002	3190	(3606)	4765	NA	189
315	29.1	2.8	2.8	scaffold_159	5903	6047	(1684)	+	TE_00000094_INT	LTR/Gypsy	4221	4365	(2431)	4765	NA	145
7189	7.8	0	0.1	scaffold_159	6683	7587	(144)	+	TE_00000028	Unknown	1	904	(4)	4766	NA	905
1107	8.3	0	0	scaffold_159	7588	7731	(0)	+	TE_00000042	LTR/unknown	1	144	(998)	4767	NA	144
11853	7.5	0	0.3	scaffold_1590	1	1456	(0)	+	TE_00000004	DNA/Helitron	1902	3353	(1559)	4768	NA	1456
10337	14.8	0	0	scaffold_1591	2	1455	(0)	C	TE_00000014	LINE/unknown	(206)	2505	1052	4769	NA	1454
1147	0.8	0	0	scaffold_1592	1	126	(1328)	C	TE_00000037	LINE/unknown	(3)	260	135	4770	NA	126
2062	10.3	0	0	scaffold_1592	127	397	(1057)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	4771	NA	271
3195	12.2	0	4	scaffold_1592	398	886	(568)	+	TE_00000112_INT	LTR/Gypsy	1	470	(3189)	4772	NA	489
411	13	0	0	scaffold_1592	1386	1454	(0)	+	TE_00000112_INT	LTR/Gypsy	459	527	(3132)	4772	NA	69
8210	13.7	0	0	scaffold_1593	1	1155	(295)	C	TE_00000089_INT	LTR/Gypsy	(173)	2308	1154	4773	NA	1155
1558	10.7	12.6	0.3	scaffold_1593	1156	1417	(33)	C	TE_00000001	DNA/DTA	(0)	1860	1567	4774	NA	262
561	1.5	0	1.5	scaffold_1593	1374	1442	(8)	+	TE_00000082	Unknown	19	86	(0)	4775	*	69
10686	7.7	0.5	0	scaffold_1594	93	1448	(0)	+	TE_00000010	Unknown	82	1444	(342)	4776	NA	1356
7650	3.9	0	0	scaffold_1595	1	882	(565)	C	TE_00000001	DNA/DTA	(978)	882	1	4777	NA	882
3404	12.3	0	0	scaffold_1596	71	542	(904)	C	TE_00000094_INT	LTR/Gypsy	(6324)	472	1	4778	NA	472
1767	6.5	0	0	scaffold_1596	543	787	(659)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	1	4778	NA	245
463	11.3	0	0	scaffold_1596	788	848	(598)	+	TE_00000072	LTR/unknown	392	452	(1139)	4779	NA	61
1569	18.3	4.3	6.7	scaffold_1596	850	1327	(119)	C	TE_00000008	Unknown	(20)	390	1	4780	NA	478
832	14.5	0	3	scaffold_1596	1225	1416	(30)	+	TE_00000007	Unknown	587	709	(0)	4781	*	192
999	8.7	0	0	scaffold_1597	1	127	(1317)	+	TE_00000112_INT	LTR/Gypsy	238	364	(3295)	4782	NA	127
3409	9.9	0.2	4	scaffold_1597	472	965	(479)	C	TE_00000112_INT	LTR/Gypsy	(3183)	476	1	4783	NA	494
2297	5.5	0	0	scaffold_1597	966	1236	(208)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4784	NA	271
1774	0.5	0	0	scaffold_1597	1237	1436	(8)	+	TE_00000037	LINE/unknown	64	263	(0)	4785	NA	200
3257	13.8	0	0.2	scaffold_1598	203	681	(763)	C	TE_00000112_INT	LTR/Gypsy	(3181)	478	1	4786	NA	479
1980	11.4	0	0	scaffold_1598	682	952	(492)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4787	NA	271
1579	13.2	0	0.4	scaffold_1598	1091	1325	(119)	C	TE_00000112_INT	LTR/Gypsy	(3181)	478	245	4788	NA	235
776	16.7	0	0	scaffold_1598	1318	1443	(1)	+	TE_00000103_LTR	LTR/Gypsy	235	360	(76)	4789	*	126
2290	12	0	0	scaffold_1599	1	308	(1135)	+	TE_00000094_INT	LTR/Gypsy	4184	4491	(2305)	4790	NA	308
2125	9.2	0	0	scaffold_1599	309	579	(864)	+	TE_00000088_LTR	LTR/unknown	1	271	(0)	4791	NA	271
3409	10.3	0	4.2	scaffold_1599	580	1077	(366)	+	TE_00000112_INT	LTR/Gypsy	1	478	(3181)	4792	NA	498
41874	10.7	0.8	0.4	scaffold_16	1	5819	(3870)	C	TE_00000094_INT	LTR/Gypsy	(489)	6307	466	4793	NA	5819
3489	11	0	0	scaffold_16	5936	6406	(3283)	C	TE_00000094_INT	LTR/Gypsy	(6325)	471	1	4793	NA	471
1646	5.7	0	5.7	scaffold_16	6407	6665	(3024)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	1	4793	NA	259
16355	14.1	0	0	scaffold_16	6666	8967	(722)	+	TE_00000086_INT	LTR/Gypsy	2735	5036	(0)	4794	NA	2302
2408	20.9	0.1	0	scaffold_16	8968	9427	(262)	+	TE_00000103_LTR	LTR/Gypsy	1	414	(22)	4794	NA	460
1095	0	0	0	scaffold_16	9568	9689	(0)	C	TE_00000037	LINE/unknown	(0)	263	142	4795	NA	122
328	27.5	1.4	1.7	scaffold_160	17	157	(7558)	+	TE_00000094_INT	LTR/Gypsy	2336	2458	(4338)	4796	NA	141
2191	8.1	0	0	scaffold_160	341	611	(7104)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4797	NA	271
1557	12.4	0	0	scaffold_160	612	820	(6895)	C	TE_00000089_INT	LTR/Gypsy	(0)	3659	3451	4798	*	209
18709	10.4	0.1	0	scaffold_160	819	3292	(4423)	C	TE_00000089_INT	LTR/Gypsy	(5)	2476	1	4798	NA	2474
19563	9.4	0	0	scaffold_160	3293	6221	(1494)	C	TE_00000112_INT	LTR/Gypsy	(200)	3459	459	4799	NA	2929
3482	9.4	0	4.2	scaffold_160	6714	7211	(504)	C	TE_00000112_INT	LTR/Gypsy	(3181)	478	1	4799	NA	498
2221	7.4	0	0	scaffold_160	7212	7482	(233)	C	TE_00000088_LTR	LTR/unknown	(0)	271	1	4800	NA	271
1015	8	0	0	scaffold_160	7551	7703	(12)	+	TE_00000056	LTR/unknown	1	132	(202)	4801	NA	153
1551	5.5	2.3	0	scaffold_1600	1	220	(1222)	+	TE_00000087_LTR	LTR/Gypsy	21	245	(0)	4802	NA	220
3509	11.2	0	0	scaffold_1600	221	691	(751)	+	TE_00000094_INT	LTR/Gypsy	1	471	(6325)	4802	NA	471
4889	8.8	0	0	scaffold_1600	810	1442	(0)	+	TE_00000094_INT	LTR/Gypsy	468	1100	(5696)	4802	NA	633
12255	6.2	0	0	scaffold_1601	1	1442	(0)	+	TE_00000030	Unknown	110	1551	(499)	4803	NA	1442
11341	5.8	2.6	0	scaffold_1602	1	143	(1299)	+	TE_00000010	Unknown	12	189	(1597)	4804	NA	143
11341	5.8	2.6	0	scaffold_1602	169	1442	(0)	+	TE_00000010	Unknown	190	1465	(321)	4804	NA	1274
10653	7.8	0	0.1	scaffold_1603	50	1442	(0)	C	TE_00000073	LTR/unknown	(1)	1391	1	4806	NA	1393
7897	18.6	1.7	2.5	scaffold_1604	1	1430	(8)	+	TE_00000002	Unknown	2513	3931	(0)	4807	NA	1430
323	23.3	0	0	scaffold_1605	272	331	(1106)	C	TE_00000024	Unknown	(1)	82	23	4808	*	60
422	26	1.9	12.2	scaffold_1605	331	492	(945)	+	TE_00000070	Unknown	1	147	(1229)	4809	NA	162
915	14	8.9	1.9	scaffold_1605	863	1071	(366)	C	TE_00000009	Unknown	(0)	159	2	4810	NA	209
557	14.7	1	1	scaffold_1605	1072	1174	(263)	C	TE_00000001	DNA/DTA	(0)	1860	1758	4811	*	103
1177	5	0	3.1	scaffold_1605	1147	1310	(127)	C	TE_00000009	Unknown	(0)	159	1	4812	NA	164
1054	3.1	0	0	scaffold_1605	1311	1437	(0)	+	TE_00000075	Unknown	42	168	(22)	4813	NA	127
10908	9.7	0	0	scaffold_1606	1	1434	(0)	C	TE_00000094_INT	LTR/Gypsy	(4378)	2418	985	4814	NA	1434
8459	16.4	0	0	scaffold_1607	1	1265	(168)	C	TE_00000086_INT	LTR/Gypsy	(2184)	2852	1588	4815	NA	1265
969	10.5	0	0.8	scaffold_1607	1266	1399	(34)	C	TE_00000001	DNA/DTA	(0)	1860	1728	4816	NA	134
9466	16.6	0	0.3	scaffold_1608	2	1433	(0)	C	TE_00000086_INT	LTR/Gypsy	(3411)	1625	199	4817	NA	1432
9174	11.3	0	0	scaffold_1609	1	1257	(174)	C	TE_00000094_INT	LTR/Gypsy	(1878)	4918	3662	4818	NA	1257
23309	12.4	1.5	1.3	scaffold_161	1	3491	(4206)	+	TE_00000094_INT	LTR/Gypsy	3297	6796	(0)	4819	NA	3491
1705	6.2	2.1	0	scaffold_161	3492	3731	(3966)	+	TE_00000087_LTR	LTR/Gypsy	1	245	(0)	4819	NA	240
25866	8.4	0	0	scaffold_161	3750	7032	(665)	C	TE_00000094_INT	LTR/Gypsy	(3048)	3748	466	4820	NA	3283
3536	11.4	0	0	scaffold_161	7148	7619	(78)	C	TE_00000094_INT	LTR/Gypsy	(6324)	472	1	4820	NA	472
498	5.3	0	4	scaffold_161	7620	7697	(0)	C	TE_00000087_LTR	LTR/Gypsy	(0)	245	171	4820	NA	78
10615	9.2	0	0	scaffold_1610	50	1429	(0)	C	TE_00000094_INT	LTR/Gypsy	(4628)	2168	789	4821	NA	1380
7542	9.2	0	0	scaffold_1611	1	994	(434)	C	TE_00000094_INT	LTR/Gypsy	(5294)	1502	509	4822	NA	994
1738	4.9	0	4.1	scaffold_1611	995	1249	(179)	+	TE_00000087_LTR	LTR/Gypsy	1	245	(0)	4823	NA	255
365	10.4	0	0	scaffold_1611	1268	1315	(113)	C	TE_00000094_INT	LTR/Gypsy	(6283)	513	466	4822	NA	48
7113	10.4	0	0.3	scaffold_1612	1	942	(486)	C	TE_00000027	LTR/unknown	(1959)	939	1	4824	NA	942
556	1.5	0	1.5	scaffold_1613	22	90	(1336)	C	TE_00000082	Unknown	(0)	86	19	4825	*	69
1413	16.1	12.6	0.3	scaffold_1613	47	308	(1118)	+	TE_00000001	DNA/DTA	1567	1860	(0)	4826	NA	262
9150	6.2	0	0	scaffold_1613	309	1426	(0)	C	TE_00000001	DNA/DTA	(522)	1338	221	4827	NA	1118
5953	10.9	0	0	scaffold_1614	1	795	(630)	C	TE_00000089_INT	LTR/Gypsy	(1686)	795	1	4828	NA	795
3588	13.2	0	0	scaffold_1614	796	1425	(0)	C	TE_00000112_INT	LTR/Gypsy	(200)	3459	2758	4829	NA	630
933	13.1	0	0	scaffold_1615	1	130	(1294)	C	TE_00000086_INT	LTR/Gypsy	(3093)	1943	1814	4830	NA	130
306	14.6	0	0	scaffold_1615	368	415	(1009)	+	TE_00000008	Unknown	16	63	(347)	4831	NA	48
272	12.8	0	0	scaffold_1615	657	695	(729)	+	TE_00000068	Unknown	24	62	(455)	4832	NA	39
3079	8.8	0	0.8	scaffold_1615	696	1086	(338)	C	TE_00000012	Unknown	(0)	388	1	4833	NA	391
271	22.8	2.1	2.1	scaffold_1615	1087	1180	(244)	+	TE_00000068	Unknown	48	141	(376)	4832	NA	94
1870	6.9	0	0.4	scaffold_1615	1193	1424	(0)	+	TE_00000007	Unknown	115	345	(364)	4834	NA	232
10542	11.3	0	0	scaffold_1616	1	1423	(0)	C	TE_00000112_INT	LTR/Gypsy	(1032)	2627	1205	4835	NA	1423
8835	14.8	0	0	scaffold_1617	1	1304	(118)	+	TE_00000086_INT	LTR/Gypsy	1804	3107	(1929)	4836	NA	1304
453	20	8.4	0	scaffold_1617	1296	1390	(32)	C	TE_00000086_INT	LTR/Gypsy	(4933)	103	1	4837	*	95
1594	11.6	0	1.3	scaffold_1618	1	236	(1185)	+	TE_00000010	Unknown	1393	1625	(161)	4838	NA	236
429	8.3	0	0	scaffold_1618	428	487	(934)	+	TE_00000010	Unknown	1621	1680	(106)	4838	NA	60
454	6.6	0	0	scaffold_1618	653	713	(708)	+	TE_00000010	Unknown	1678	1738	(48)	4838	NA	61
297	25.7	2.7	1.8	scaffold_1618	1059	1169	(252)	+	TE_00000094_INT	LTR/Gypsy	6565	6676	(120)	4840	NA	111
251	30.1	3.1	3.1	scaffold_1618	1288	1414	(7)	C	TE_00000103_LTR	LTR/Gypsy	(224)	212	86	4842	NA	127
23592	14.4	0	0.6	scaffold_162	1	3373	(4312)	C	TE_00000086_INT	LTR/Gypsy	(1683)	3353	1	4846	NA	3373
2167	19	0.8	0.5	scaffold_162	3511	3907	(3778)	C	TE_00000103_LTR	LTR/Gypsy	(38)	398	1	4848	NA	397
18110	7.9	0	0	scaffold_162	3908	6194	(1491)	C	TE_00000094_INT	LTR/Gypsy	(4042)	2754	468	4849	NA	2287
